"m1_x","m2_x","m3_x"
92.9716644287109,76.6074752807617,74.4737243652344
92.8760604858398,76.6164321899414,74.4239730834961
92.7984466552734,76.6193923950195,74.3706512451172
92.7117004394531,76.6149215698242,74.3116607666016
92.6076736450195,76.6014099121094,74.2478256225586
92.4904708862305,76.5782699584961,74.1801986694336
92.3675079345703,76.5453796386719,74.1092529296875
92.241943359375,76.5022964477539,74.0354156494141
92.110725402832,76.4475173950195,73.9597854614258
91.9677810668945,76.3790817260742,73.8836898803711
91.8112411499023,76.2959747314453,73.8081436157227
91.6458053588867,76.1986083984375,73.7334060668945
91.480583190918,76.0878524780273,73.658935546875
91.3231430053711,75.96435546875,73.5831451416016
91.1768341064453,75.827522277832,73.5033721923828
91.0389709472656,75.6747360229492,73.4161071777344
90.9024658203125,75.5024261474609,73.3175811767578
90.7599563598633,75.3067016601562,73.2044677734375
90.608268737793,75.084716796875,73.0746841430664
90.451301574707,74.8353576660156,72.9279022216797
90.2981948852539,74.558967590332,72.7653884887695
90.1600189208984,74.2577133178711,72.5895767211914
90.0451736450195,73.9348678588867,72.4034042358398
89.9574203491211,73.5952072143555,72.2097930908203
89.8960113525391,73.244758605957,72.0110931396484
89.8585586547852,72.8906555175781,71.8093338012695
89.844108581543,72.5409622192383,71.6060333251953
89.8519134521484,72.2034225463867,71.4025421142578
89.8797760009766,71.884407043457,71.1998062133789
89.9166793823242,71.5865325927734,70.9983367919922
89.9395904541016,71.3070678710938,70.7977447509766
89.9218978881836,71.0372619628906,70.5966110229492
89.8431930541992,70.7625045776367,70.3924560546875
89.6936340332031,70.4626312255859,70.1818389892578
89.4778900146484,70.1132202148438,69.9596862792969
89.2152862548828,69.6889038085938,69.7190780639648
88.9360656738281,69.1698455810547,69.451530456543
88.6726913452148,68.5494613647461,69.1490097045898
88.4556045532227,67.841682434082,68.8065567016602
88.3141784667969,67.0835494995117,68.4244537353516
88.2782287597656,66.3302307128906,68.0084762573242
88.3688888549805,65.6405563354492,67.5688247680664
88.580207824707,65.0591659545898,67.1183395385742
88.8750305175781,64.6042327880859,66.6707763671875
89.202018737793,64.2659378051758,66.2394104003906
89.5151138305664,64.0149612426758,65.8357086181641
89.7831268310547,63.8166923522949,65.4690170288086
89.9881591796875,63.6447944641113,65.1480255126953
90.1237411499023,63.4889907836914,64.8812484741211
90.1939163208008,63.3549156188965,64.6754989624023
90.2099456787109,63.2575225830078,64.5331115722656
90.185432434082,63.2121315002441,64.4506988525391
90.1320953369141,63.2272644042969,64.4196319580078
90.0597229003906,63.3016395568848,64.4284896850586
89.9780807495117,63.4254455566406,64.4660034179688
89.8971252441406,63.5828857421875,64.5232238769531
89.8241958618164,63.7555351257324,64.5939865112305
89.7652893066406,63.9256591796875,64.6747894287109
89.7264633178711,64.0788803100586,64.763801574707
89.7153854370117,64.2061233520508,64.8601913452148
89.7392654418945,64.3027877807617,64.9635772705078
89.7995452880859,64.3671188354492,65.0732192993164
89.8876495361328,64.3985137939453,65.1879959106445
89.9880905151367,64.3970489501953,65.3064880371094
90.0877990722656,64.3654861450195,65.4270477294922
90.1806411743164,64.3097991943359,65.5480346679688
90.2685699462891,64.2393646240234,65.6685562133789
