"m1_x","m1_y","m1_z","m2_x","m2_y","m2_z","m3_x","m3_y","m3_z","m4_x","m4_y","m4_z","m5_x","m5_y","m5_z","m6_x","m6_y","m6_z"
17.4134330749512,295.750183105469,-2417.52978515625,-25.3829135894775,290.768676757812,-2401.25805664062,-20.5704383850098,183.442398071289,-2353.6298828125,-71.4989013671875,92.8165664672852,-2323.17309570312,-29.7988433837891,66.5869979858398,-2335.2333984375,-44.3983764648438,-13.307692527771,-2299.69287109375
17.3125152587891,295.212982177734,-2417.27734375,-26.2712440490723,290.709411621094,-2400.70239257812,-20.5137939453125,183.470321655273,-2353.03247070312,-71.6668930053711,92.8346252441406,-2323.02880859375,-30.0021877288818,66.5679626464844,-2335.03295898438,-44.6596794128418,-13.2854804992676,-2299.62329101562
17.1573905944824,294.608306884766,-2416.97216796875,-27.4050636291504,290.570892333984,-2400.0576171875,-20.3566341400146,183.496597290039,-2352.32470703125,-71.859001159668,92.8569259643555,-2322.865234375,-30.2352390289307,66.5685043334961,-2334.80712890625,-44.9522666931152,-13.2360801696777,-2299.5322265625
16.9309349060059,293.873931884766,-2416.58203125,-28.9067783355713,290.309143066406,-2399.24731445312,-20.0670871734619,183.509246826172,-2351.44970703125,-72.0919799804688,92.8865432739258,-2322.666015625,-30.5191421508789,66.5854415893555,-2334.53051757812,-45.3009414672852,-13.1574144363403,-2299.40893554688
16.6215133666992,292.991333007812,-2416.09399414062,-30.8312511444092,289.879547119141,-2398.23413085938,-19.6113529205322,183.492584228516,-2350.39990234375,-72.3680191040039,92.9253616333008,-2322.42724609375,-30.8581027984619,66.6182632446289,-2334.19482421875,-45.7088584899902,-13.0477771759033,-2299.24755859375
16.2222175598145,291.967529296875,-2415.50708007812,-33.1819305419922,289.240844726562,-2397.00073242188,-18.9584217071533,183.428100585938,-2349.201171875,-72.6796417236328,92.974494934082,-2322.15405273438,-31.2452983856201,66.6670379638672,-2333.80346679688,-46.1661911010742,-12.9067401885986,-2299.04565429688
15.7297039031982,290.821624755859,-2414.82666015625,-35.9205360412598,288.360473632812,-2395.53686523438,-18.08420753479,183.295806884766,-2347.89794921875,-73.0138778686523,93.0345306396484,-2321.85620117188,-31.6673793792725,66.7313919067383,-2333.36669921875,-46.6567459106445,-12.7355051040649,-2298.80322265625
15.1430110931396,289.575897216797,-2414.06079101562,-38.9693832397461,287.220825195312,-2393.83325195312,-16.9757308959961,183.075714111328,-2346.541015625,-73.3554763793945,93.1056060791016,-2321.54565429688,-32.1078453063965,66.809814453125,-2332.8984375,-47.1625137329102,-12.5371017456055,-2298.52172851562
14.4625625610352,288.250640869141,-2413.21728515625,-42.2090148925781,285.826171875,-2391.88037109375,-15.635139465332,182.749435424805,-2345.17724609375,-73.6891860961914,93.1871719360352,-2321.23486328125,-32.5496368408203,66.8987274169922,-2332.41381835938,-47.6663970947266,-12.3166704177856,-2298.20385742188
13.6894273757935,286.861785888672,-2412.302734375,-45.4767456054688,284.207946777344,-2389.67114257812,-14.0820245742798,182.301483154297,-2343.84350585938,-74.001594543457,93.2773056030273,-2320.93579101562,-32.9770545959473,66.9911193847656,-2331.92749023438,-48.1532821655273,-12.0818729400635,-2297.85424804688
