"m1_x","m1_y","m1_z","m2_x","m2_y","m2_z","m3_x","m3_y","m3_z","m4_x","m4_y","m4_z","m5_x","m5_y","m5_z","m6_x","m6_y","m6_z"
-73.6116943359375,310.051452636719,-2447.72998046875,-69.0606994628906,276.094329833984,-2426.701171875,35.9362602233887,217.251174926758,-2396.78076171875,-25.9032955169678,141.736755371094,-2362.48266601562,-34.7374420166016,113.129875183105,-2358.45629882812,-7.81662034988403,35.7238349914551,-2330.4462890625
-73.3121948242188,309.485198974609,-2447.29516601562,-68.6985931396484,275.420227050781,-2426.72338867188,36.1240463256836,216.646636962891,-2396.533203125,-26.122142791748,141.424697875977,-2362.4697265625,-35.0657806396484,112.926750183105,-2358.3310546875,-8.21149635314941,35.8380546569824,-2329.70239257812
-73.0801162719727,308.803833007812,-2446.75512695312,-68.3811798095703,274.623077392578,-2426.80029296875,36.2676734924316,216.045211791992,-2396.19604492188,-26.4760341644287,141.247619628906,-2362.39038085938,-35.4093017578125,112.783996582031,-2358.12573242188,-8.47229957580566,35.8949928283691,-2329.00903320312
-72.9046936035156,308.012145996094,-2446.26196289062,-68.0691528320312,273.742980957031,-2426.638671875,36.4031982421875,215.438262939453,-2395.69189453125,-26.8687362670898,141.165878295898,-2362.21069335938,-35.7174949645996,112.698974609375,-2357.859375,-8.56032657623291,35.8542938232422,-2328.4375
-72.7142868041992,307.1962890625,-2445.83740234375,-67.7327346801758,272.88037109375,-2426.24487304688,36.5903549194336,214.803359985352,-2395.02783203125,-27.226490020752,141.122161865234,-2361.9169921875,-35.9560852050781,112.647514343262,-2357.53588867188,-8.51381492614746,35.6980857849121,-2328.01782226562
-72.4713897705078,306.395538330078,-2445.46069335938,-67.3973083496094,272.044952392578,-2426.1064453125,36.8512649536133,214.132247924805,-2394.23950195312,-27.4930896759033,141.040008544922,-2361.52490234375,-36.1421546936035,112.576919555664,-2357.15234375,-8.43372249603271,35.4267387390137,-2327.70776367188
-72.2035064697266,305.579315185547,-2445.00903320312,-67.0445709228516,271.242156982422,-2425.81787109375,37.2269744873047,213.423843383789,-2393.29516601562,-27.6485843658447,140.848526000977,-2361.0810546875,-36.301025390625,112.443641662598,-2356.720703125,-8.36534404754639,35.088077545166,-2327.48388671875
-71.9380950927734,304.700622558594,-2444.46557617188,-66.6611099243164,270.420806884766,-2425.03637695312,37.6981353759766,212.65022277832,-2392.28295898438,-27.7159271240234,140.512985229492,-2360.59033203125,-36.4527626037598,112.229972839355,-2356.23046875,-8.28504848480225,34.716854095459,-2327.3701171875
-71.6529006958008,303.731536865234,-2443.76928710938,-66.2624130249023,269.488525390625,-2424.09130859375,38.2309722900391,211.805297851562,-2391.1982421875,-27.7352085113525,140.046478271484,-2360.04321289062,-36.6119575500488,111.941093444824,-2355.75146484375,-8.13587951660156,34.3503112792969,-2327.35961914062
-71.3222579956055,302.651885986328,-2443.0185546875,-65.8736038208008,268.440185546875,-2423.080078125,38.7954406738281,210.934417724609,-2390.0126953125,-27.7409229278564,139.474639892578,-2359.51586914062,-36.7640190124512,111.594482421875,-2355.318359375,-7.88097620010376,33.9892578125,-2327.46313476562
-71.1252670288086,301.332305908203,-2442.06909179688,-65.5733032226562,267.178314208984,-2421.72143554688,39.3575897216797,210.068710327148,-2388.75903320312,-27.7525482177734,138.848083496094,-2359.03979492188,-36.8703384399414,111.218894958496,-2354.92651367188,-7.52741670608521,33.645393371582,-2327.677734375
-71.0054244995117,299.866943359375,-2440.7138671875,-65.3888549804688,265.729797363281,-2420.29565429688,39.9094467163086,209.24543762207,-2387.54736328125,-27.7408409118652,138.232894897461,-2358.61889648438,-36.8925018310547,110.84049987793,-2354.65380859375,-7.04277372360229,33.3218460083008,-2328.04174804688
-70.8952407836914,298.384979248047,-2439.39282226562,-65.3156356811523,264.151641845703,-2418.875,40.4241333007812,208.470962524414,-2386.34106445312,-27.6973667144775,137.66227722168,-2358.32446289062,-36.8273658752441,110.475143432617,-2354.46606445312,-6.3978066444397,33.026969909668,-2328.51879882812
-70.7555389404297,296.884063720703,-2438.02026367188,-65.3055038452148,262.60107421875,-2417.21508789062,40.9257583618164,207.729034423828,-2385.11865234375,-27.6318187713623,137.152160644531,-2358.09936523438,-36.6981811523438,110.144218444824,-2354.3740234375,-5.61964464187622,32.7781562805176,-2329.119140625
-70.5235443115234,295.325256347656,-2436.72265625,-65.2948303222656,261.076354980469,-2415.3447265625,41.4719696044922,206.982467651367,-2383.80712890625,-27.5532913208008,136.722259521484,-2357.91674804688,-36.53662109375,109.851448059082,-2354.35034179688,-4.81320762634277,32.5688781738281,-2329.81201171875
-70.0840225219727,293.584014892578,-2436.16577148438,-65.1373062133789,259.577545166016,-2413.37817382812,42.1195106506348,206.184066772461,-2382.4033203125,-27.4792594909668,136.355606079102,-2357.73803710938,-36.3845100402832,109.605972290039,-2354.35693359375,-4.13465690612793,32.3962440490723,-2330.587890625
-69.6118621826172,291.712036132812,-2435.716796875,-64.7640609741211,258.060821533203,-2411.70678710938,42.8572807312012,205.30192565918,-2380.80883789062,-27.4288959503174,136.011489868164,-2357.57592773438,-36.2741088867188,109.415306091309,-2354.41528320312,-3.658536195755,32.2654991149902,-2331.4033203125
-69.2585296630859,289.849182128906,-2435.04541015625,-64.4262313842773,256.417541503906,-2410.28662109375,43.5818099975586,204.379333496094,-2379.14379882812,-27.4547252655029,135.638946533203,-2357.36279296875,-36.250114440918,109.267486572266,-2354.50073242188,-3.40471649169922,32.1778869628906,-2332.26831054688
-68.7652587890625,288.092620849609,-2434.14697265625,-64.1477813720703,254.754501342773,-2408.85400390625,44.1849327087402,203.482299804688,-2377.43774414062,-27.6078662872314,135.217346191406,-2357.10961914062,-36.3203163146973,109.142372131348,-2354.57202148438,-3.34916663169861,32.1637954711914,-2333.19262695312
-67.9197158813477,286.214508056641,-2433.82153320312,-63.7830543518066,253.242965698242,-2407.5419921875,44.6308059692383,202.674514770508,-2375.68115234375,-27.8609733581543,134.809982299805,-2356.81494140625,-36.4535675048828,109.031326293945,-2354.6123046875,-3.42284059524536,32.2782135009766,-2334.00146484375
-66.7849884033203,283.936248779297,-2434.19848632812,-63.4982604980469,251.904678344727,-2406.36254882812,44.9731101989746,201.96208190918,-2373.90795898438,-28.1600933074951,134.468795776367,-2356.4794921875,-36.6194534301758,108.94416809082,-2354.65234375,-3.58380079269409,32.4727935791016,-2334.44604492188
-65.9580993652344,281.046752929688,-2435.45385742188,-63.0894889831543,250.445022583008,-2405.39111328125,45.2812194824219,201.308303833008,-2372.04638671875,-28.4798831939697,134.206481933594,-2356.18237304688,-36.7995719909668,108.892395019531,-2354.70361328125,-3.70660281181335,32.5650634765625,-2334.92749023438
-65.9099731445312,277.809356689453,-2436.23461914062,-62.9650077819824,248.408325195312,-2404.63916015625,45.562068939209,200.74201965332,-2370.14770507812,-28.8050060272217,133.996322631836,-2355.89624023438,-36.968391418457,108.873641967773,-2354.74072265625,-3.79124665260315,32.5550231933594,-2335.44580078125
-66.3264770507812,274.675323486328,-2436.041015625,-63.3643646240234,245.752197265625,-2404.05078125,45.7123069763184,200.333831787109,-2368.28271484375,-29.1577224731445,133.81819152832,-2355.61059570312,-37.1198272705078,108.870140075684,-2354.78784179688,-3.83773231506348,32.4426727294922,-2336.0009765625
-66.7975387573242,271.971374511719,-2435.21459960938,-64.0630035400391,242.889678955078,-2403.60180664062,45.5835456848145,200.135467529297,-2366.49169921875,-29.5375633239746,133.691131591797,-2355.3427734375,-37.261531829834,108.862236022949,-2354.87231445312,-3.84605956077576,32.2280120849609,-2336.5927734375
-67.1452407836914,269.788696289062,-2433.98095703125,-64.8504791259766,240.225402832031,-2402.8046875,45.1295509338379,200.139221191406,-2364.76440429688,-29.9166297912598,133.594879150391,-2355.12109375,-37.3907928466797,108.837799072266,-2354.98095703125,-3.81622862815857,31.911039352417,-2337.22119140625
-67.2271575927734,268.239562988281,-2432.76391601562,-65.6007614135742,238.209716796875,-2402.076171875,44.478199005127,200.249389648438,-2363.11352539062,-30.2555999755859,133.478271484375,-2354.908203125,-37.5268898010254,108.790107727051,-2355.09765625,-3.74823927879333,31.4917545318604,-2337.88647460938
-66.9336929321289,267.534027099609,-2431.25830078125,-66.2157211303711,236.987823486328,-2401.42211914062,43.7178268432617,200.374801635742,-2361.5341796875,-30.6284027099609,133.292892456055,-2354.6767578125,-37.7235527038574,108.724449157715,-2355.21728515625,-3.82180738449097,31.231575012207,-2338.61938476562
-66.3391265869141,267.748138427734,-2429.36645507812,-66.6862945556641,236.525772094727,-2400.7939453125,42.8646965026855,200.510467529297,-2360.0107421875,-31.1008796691895,133.081512451172,-2354.44482421875,-37.998363494873,108.647338867188,-2355.32421875,-3.99832344055176,31.1351795196533,-2338.7470703125
-65.7072296142578,268.620788574219,-2427.1279296875,-67.0570220947266,236.590866088867,-2400.3388671875,41.9381103515625,200.666915893555,-2358.5791015625,-31.7163734436035,132.920913696289,-2354.20751953125,-38.369327545166,108.58251953125,-2355.380859375,-4.28420305252075,31.1158065795898,-2338.623046875
-65.010009765625,269.896881103516,-2424.10668945312,-67.3424453735352,236.965713500977,-2399.81469726562,40.9862747192383,200.845886230469,-2357.26806640625,-32.4799461364746,132.868179321289,-2353.97021484375,-38.8310432434082,108.56209564209,-2355.37768554688,-4.65599632263184,31.1385726928711,-2338.35717773438
-64.2455215454102,271.188262939453,-2421.24975585938,-67.5325317382812,237.496215820312,-2399.24365234375,40.0284729003906,201.056442260742,-2356.04345703125,-33.3146820068359,132.949554443359,-2353.73559570312,-39.3410682678223,108.601875305176,-2355.31079101562,-5.06682205200195,31.1949405670166,-2337.98388671875
-63.458251953125,272.287506103516,-2417.86450195312,-67.6686096191406,237.973510742188,-2398.54052734375,39.0955009460449,201.280563354492,-2354.86791992188,-34.1543312072754,133.138854980469,-2353.48291015625,-39.8609008789062,108.696166992188,-2355.18139648438,-5.4514684677124,31.2628326416016,-2337.5654296875
-62.7726516723633,273.001678466797,-2414.37573242188,-67.798469543457,238.254241943359,-2397.77099609375,38.2240905761719,201.462921142578,-2353.71875,-34.981861114502,133.391799926758,-2353.20971679688,-40.3805885314941,108.84846496582,-2355.02905273438,-5.7668023109436,31.322473526001,-2337.15551757812
-62.2333335876465,273.234039306641,-2411.1005859375,-67.9040832519531,238.250198364258,-2396.88818359375,37.4505462646484,201.55908203125,-2352.53784179688,-35.7758674621582,133.644561767578,-2352.93310546875,-40.8714637756348,109.033050537109,-2354.86010742188,-5.97392892837524,31.3830833435059,-2336.7734375
-61.8415145874023,272.996643066406,-2408.01416015625,-67.9716110229492,237.958282470703,-2396.14086914062,36.7973747253418,201.569000244141,-2351.35864257812,-36.5041923522949,133.844360351562,-2352.66723632812,-41.2992362976074,109.203903198242,-2354.669921875,-6.06791162490845,31.4483032226562,-2336.40112304688
-61.5530433654785,272.340942382812,-2405.255859375,-68.0191268920898,237.552429199219,-2395.75659179688,36.2829360961914,201.52848815918,-2350.21362304688,-37.092658996582,133.972808837891,-2352.40478515625,-41.6494598388672,109.351150512695,-2354.44995117188,-6.11251258850098,31.4988613128662,-2336.03881835938
-61.2910499572754,271.511627197266,-2403.03784179688,-68.0279006958008,237.132843017578,-2395.65649414062,35.9035263061523,201.457702636719,-2349.15258789062,-37.5414886474609,134.048599243164,-2352.16088867188,-41.9178733825684,109.482475280762,-2354.2548828125,-6.16649293899536,31.5438251495361,-2335.71411132812
-61.0237350463867,270.722625732422,-2401.6103515625,-67.9780883789062,236.646545410156,-2395.2333984375,35.6373863220215,201.364044189453,-2348.18139648438,-37.8676261901855,134.085784912109,-2351.95361328125,-42.112663269043,109.605590820312,-2354.10791015625,-6.24175071716309,31.5983695983887,-2335.44482421875
-60.7063102722168,270.085632324219,-2400.8525390625,-67.8654479980469,236.231155395508,-2394.822265625,35.4461097717285,201.258071899414,-2347.3037109375,-38.122444152832,134.09895324707,-2351.78686523438,-42.2623252868652,109.732467651367,-2354.02221679688,-6.3343334197998,31.6584663391113,-2335.220703125
-60.1941947937012,269.543701171875,-2400.57543945312,-67.6313629150391,235.938827514648,-2394.64013671875,35.2724609375,201.15966796875,-2346.54345703125,-38.3510589599609,134.107055664062,-2351.67163085938,-42.3980560302734,109.872093200684,-2354.00854492188,-6.46204423904419,31.7103443145752,-2335.03686523438
-59.6146965026855,269.067749023438,-2400.57202148438,-67.3041534423828,235.633453369141,-2394.35107421875,35.0557289123535,201.051513671875,-2345.85034179688,-38.602855682373,134.128616333008,-2351.61791992188,-42.5544166564941,110.027183532715,-2354.05517578125,-6.66104507446289,31.7544956207275,-2334.900390625
-59.017017364502,268.590942382812,-2400.64306640625,-66.9289932250977,235.336318969727,-2394.30322265625,34.7369384765625,200.922943115234,-2345.15942382812,-38.9652481079102,134.170928955078,-2351.63671875,-42.7589721679688,110.201065063477,-2354.18188476562,-6.94787693023682,31.8298988342285,-2334.81323242188
-58.3887023925781,268.081756591797,-2400.66821289062,-66.562858581543,235.112518310547,-2394.7412109375,34.2738761901855,200.769088745117,-2344.45043945312,-39.4641418457031,134.233139038086,-2351.73266601562,-43.0389175415039,110.405624389648,-2354.44262695312,-7.30579853057861,31.9973831176758,-2334.78784179688
-57.7377166748047,267.548400878906,-2400.54248046875,-66.1850204467773,234.924835205078,-2395.38500976562,33.6524124145508,200.580062866211,-2343.66430664062,-40.1237983703613,134.328750610352,-2351.91650390625,-43.3803253173828,110.622634887695,-2354.79760742188,-7.70098400115967,32.2669715881348,-2334.79345703125
-57.0421981811523,266.986602783203,-2400.28393554688,-65.7736663818359,234.75065612793,-2396.0830078125,32.8785514831543,200.351058959961,-2342.73095703125,-40.9390258789062,134.464309692383,-2352.173828125,-43.7615547180176,110.836357116699,-2355.16870117188,-8.1284761428833,32.6429138183594,-2334.74877929688
-56.271167755127,266.440338134766,-2399.92553710938,-65.2861175537109,234.638107299805,-2396.73071289062,31.9903373718262,200.087020874023,-2341.63989257812,-41.837718963623,134.625259399414,-2352.41479492188,-44.1546287536621,111.05583190918,-2355.55346679688,-8.60910511016846,33.0860748291016,-2334.64721679688
-55.4127044677734,265.973388671875,-2399.50830078125,-64.7227935791016,234.799530029297,-2398.033203125,31.045036315918,199.765441894531,-2340.36791992188,-42.8060302734375,134.810104370117,-2352.60131835938,-44.5386619567871,111.263824462891,-2355.90478515625,-9.15451812744141,33.554443359375,-2334.55786132812
-54.3873710632324,265.634033203125,-2399.11889648438,-64.0190277099609,234.81086730957,-2398.38793945312,30.0829963684082,199.341354370117,-2338.86669921875,-43.8058662414551,134.99560546875,-2352.74291992188,-44.8838233947754,111.448059082031,-2356.18115234375,-9.72367668151855,34.0188255310059,-2334.44921875
