"m1_x","m1_y","m1_z","m2_x","m2_y","m2_z","m3_x","m3_y","m3_z","m4_x","m4_y","m4_z","m5_x","m5_y","m5_z","m6_x","m6_y","m6_z"
-45.7026023864746,240.649337768555,-2293.43627929688,-58.3438186645508,199.312881469727,-2290.3271484375,8.279372215271,103.241012573242,-2263.16088867188,-67.1053009033203,83.0397415161133,-2305.501953125,-49.4419822692871,61.1667671203613,-2313.99291992188,-46.0513916015625,4.89016437530518,-2299.4951171875
-46.6441192626953,240.163391113281,-2291.9912109375,-58.9223747253418,198.709259033203,-2289.37768554688,8.47274780273438,103.051498413086,-2263.2265625,-67.1419448852539,82.9577484130859,-2305.39599609375,-49.4323959350586,61.1397018432617,-2313.984375,-46.1064376831055,4.88368940353394,-2299.44750976562
-47.6050453186035,239.550567626953,-2290.37231445312,-59.5147247314453,197.99658203125,-2288.32641601562,8.65131950378418,102.787368774414,-2263.25537109375,-67.1928100585938,82.8573760986328,-2305.2744140625,-49.4210205078125,61.1115303039551,-2313.97705078125,-46.1633110046387,4.86387825012207,-2299.40063476562
-48.6713409423828,238.760467529297,-2288.44946289062,-60.1731986999512,197.114791870117,-2287.0849609375,8.83913135528564,102.430419921875,-2263.2548828125,-67.2620239257812,82.728889465332,-2305.12573242188,-49.4066696166992,61.0794143676758,-2313.97021484375,-46.2281265258789,4.8291130065918,-2299.3505859375
-49.8453521728516,237.780014038086,-2286.21337890625,-60.899055480957,196.052200317383,-2285.6455078125,9.04325199127197,101.975738525391,-2263.22607421875,-67.350700378418,82.5691375732422,-2304.947265625,-49.3888969421387,61.0428695678711,-2313.96411132812,-46.3021774291992,4.77768230438232,-2299.29809570312
-51.084156036377,236.622543334961,-2283.72705078125,-61.6655654907227,194.828094482422,-2284.04907226562,9.26323890686035,101.42911529541,-2263.16967773438,-67.4571685791016,82.3796539306641,-2304.7421875,-49.3677139282227,61.0027008056641,-2313.95947265625,-46.3839988708496,4.70852851867676,-2299.24560546875
-52.3275985717773,235.317977905273,-2281.08837890625,-62.4346351623535,193.478713989258,-2282.36059570312,9.49714946746826,100.803932189941,-2263.08959960938,-67.5774383544922,82.1650619506836,-2304.51684570312,-49.3433647155762,60.9602546691895,-2313.95678710938,-46.4707298278809,4.62159395217896,-2299.1962890625
-53.5160446166992,233.905181884766,-2278.40283203125,-63.1673126220703,192.047271728516,-2280.6513671875,9.74469089508057,100.118156433105,-2262.99389648438,-67.705924987793,81.9316711425781,-2304.27856445312,-49.3161735534668,60.916934967041,-2313.95654296875,-46.5589790344238,4.5178656578064,-2299.15283203125
-54.5996589660645,232.42658996582,-2275.76806640625,-63.8295631408691,190.577728271484,-2278.986328125,10.0082197189331,99.3917770385742,-2262.89526367188,-67.8362350463867,81.6863479614258,-2304.03564453125,-49.2864570617676,60.873950958252,-2313.95922851562,-46.6454277038574,4.39927053451538,-2299.11694335938
-55.5416069030762,230.924697875977,-2273.26611328125,-64.3948516845703,189.111282348633,-2277.41845703125,10.2922306060791,98.6447601318359,-2262.80859375,-67.9618606567383,81.4357147216797,-2303.79565429688,-49.2544746398926,60.8322105407715,-2313.96533203125,-46.7272415161133,4.26852321624756,-2299.08935546875
-56.3176078796387,229.439727783203,-2270.96020507812,-64.8447189331055,187.684646606445,-2275.9873046875,10.601936340332,97.8956680297852,-2262.74951171875,-68.0766220092773,81.1855926513672,-2303.56567382812,-49.2204093933105,60.7923240661621,-2313.97509765625,-46.8022422790527,4.12890386581421,-2299.06982421875
-56.9139785766602,228.007904052734,-2268.89501953125,-65.1683349609375,186.329238891602,-2274.72045898438,10.9416027069092,97.1611022949219,-2262.73193359375,-68.1749649047852,80.9407119750977,-2303.35205078125,-49.184383392334,60.7546424865723,-2313.98876953125,-46.8688735961914,3.98391437530518,-2299.0576171875
-57.3256225585938,226.660064697266,-2267.09765625,-65.3617706298828,185.07096862793,-2273.63500976562,11.3132228851318,96.455810546875,-2262.76733398438,-68.2522583007812,80.7046508789062,-2303.15966796875,-49.1464614868164,60.7193298339844,-2314.00610351562,-46.9260940551758,3.83688950538635,-2299.052734375
-57.5545616149902,225.420791625977,-2265.57983398438,-65.4272689819336,183.930145263672,-2272.73950195312,11.7158870697021,95.7930679321289,-2262.86352539062,-68.3050689697266,80.4800720214844,-2302.99194335938,-49.1066703796387,60.6864280700684,-2314.02734375,-46.9733009338379,3.69076919555664,-2299.05541992188
-57.6091041564941,224.308242797852,-2264.33959960938,-65.3723907470703,182.921493530273,-2272.03564453125,12.146053314209,95.1849822998047,-2263.0244140625,-68.3313827514648,80.2690963745117,-2302.85107421875,-49.0650100708008,60.6559066772461,-2314.05224609375,-47.0102996826172,3.54810166358948,-2299.06616210938
-57.5032119750977,223.334609985352,-2263.36499023438,-65.2087249755859,182.054321289062,-2271.51928710938,12.5985870361328,94.6425094604492,-2263.25024414062,-68.3306732177734,80.0736541748047,-2302.7373046875,-49.0214729309082,60.6277008056641,-2314.0810546875,-47.0372924804688,3.41111016273499,-2299.0849609375
-57.2553253173828,222.506958007812,-2262.6376953125,-64.9501342773438,181.332946777344,-2271.1806640625,13.0681591033936,94.1751708984375,-2263.53930664062,-68.3037338256836,79.8956680297852,-2302.65014648438,-48.9760437011719,60.6017417907715,-2314.11352539062,-47.0548515319824,3.28164052963257,-2299.11157226562
-56.8862800598145,221.827896118164,-2262.13623046875,-64.6109237670898,180.757293701172,-2271.0048828125,13.5506343841553,93.7906112670898,-2263.88916015625,-68.2521896362305,79.7370452880859,-2302.58813476562,-48.9287033081055,60.5779724121094,-2314.14965820312,-47.063835144043,3.16106009483337,-2299.1455078125
-56.4167900085449,221.296020507812,-2261.83764648438,-64.2043762207031,180.323425292969,-2270.97314453125,14.044135093689,93.4940795898438,-2264.29858398438,-68.1778717041016,79.5995178222656,-2302.54858398438,-48.8794364929199,60.5563468933105,-2314.189453125,-47.0652198791504,3.0503294467926,-2299.18603515625
-55.8653755187988,220.906158447266,-2261.71948242188,-63.7419967651367,180.023956298828,-2271.06567382812,14.5494337081909,93.2879409790039,-2264.76733398438,-68.082275390625,79.4844131469727,-2302.5283203125,-48.8282356262207,60.5368347167969,-2314.23291015625,-47.0598793029785,2.95030188560486,-2299.23315429688
