"m1_x","m2_x","m3_x"
121.18603515625,141.490356445312,110.498497009277
121.26490020752,141.336166381836,110.450866699219
121.333229064941,141.148132324219,110.373390197754
121.38158416748,140.918106079102,110.25951385498
121.397201538086,140.649002075195,110.103973388672
121.369400024414,140.349914550781,109.901885986328
121.293655395508,140.031768798828,109.647415161133
121.174163818359,139.705017089844,109.332870483398
121.023262023926,139.377639770508,108.948722839355
120.855865478516,139.052368164062,108.484886169434
120.679992675781,138.725128173828,107.933708190918
120.494743347168,138.38786315918,107.293418884277
120.294738769531,138.032928466797,106.569763183594
120.07495880127,137.653564453125,105.774749755859
119.832389831543,137.242645263672,104.924285888672
119.568580627441,136.792510986328,104.036239624023
119.291519165039,136.296035766602,103.128433227539
119.014472961426,135.74723815918,102.21654510498
118.752807617188,135.140014648438,101.311721801758
118.51847076416,134.466766357422,100.419288635254
118.317893981934,133.719635009766,99.5394821166992
118.152244567871,132.893753051758,98.6694869995117
118.023895263672,131.99137878418,97.8059539794922
117.938682556152,131.023468017578,96.947021484375
117.900047302246,130.006866455078,96.093132019043
117.906318664551,128.961273193359,95.2471313476562
117.948638916016,127.906669616699,94.4138107299805
118.013496398926,126.859764099121,93.5983505249023
118.085868835449,125.832359313965,92.8052749633789
118.152229309082,124.829277038574,92.0371170043945
118.200386047363,123.84888458252,91.2942886352539
118.217376708984,122.88395690918,90.5750198364258
118.184432983398,121.922729492188,89.8752212524414
118.074440002441,120.949409484863,89.1879806518555
117.85302734375,119.945823669434,88.5038146972656
117.481628417969,118.891151428223,87.8104476928711
116.923316955566,117.764633178711,87.0943298339844
116.149597167969,116.54761505127,86.3419952392578
115.148803710938,115.22575378418,85.5412750244141
113.935020446777,113.789825439453,84.6816711425781
112.551071166992,112.237174987793,83.7547454833984
111.066535949707,110.571922302246,82.7538757324219
109.568138122559,108.80443572998,81.6737594604492
108.141616821289,106.947814941406,80.5091400146484
106.851821899414,105.013847351074,79.2536544799805
105.73136138916,103.010261535645,77.8992004394531
104.787239074707,100.939895629883,76.4353179931641
104.013282775879,98.7978134155273,74.8486480712891
103.395545959473,96.5661773681641,73.1227874755859
102.911506652832,94.2128143310547,71.2406005859375
102.528961181641,91.7050552368164,69.191276550293
102.210678100586,89.0386199951172,66.980712890625
101.923446655273,86.2622528076172,64.6383056640625
101.644882202148,83.4675445556641,62.209888458252
101.364555358887,80.7497253417969,59.7412185668945
101.082206726074,78.1724090576172,57.2660598754883
100.806816101074,75.7589111328125,54.8069953918457
100.553886413574,73.5018997192383,52.3829307556152
100.342025756836,71.3799133300781,50.0164947509766
100.187103271484,69.3714447021484,47.7377510070801
100.096092224121,67.464599609375,45.5844039916992
100.064743041992,65.6615829467773,43.5986175537109
100.078216552734,63.9795074462891,41.8222465515137
100.114845275879,62.4479827880859,40.2915496826172
100.150131225586,61.104866027832,39.0324020385742
100.161651611328,59.9907608032227,38.0575256347656
100.132781982422,59.1413116455078,37.3656272888184
100.054092407227,58.5803756713867,36.9424171447754
