"m1_x","m2_x","m3_x"
102.513748168945,58.6980323791504,75.8929672241211
102.485534667969,58.7064476013184,75.8403015136719
102.448738098145,58.7117729187012,75.7489624023438
102.401695251465,58.7174911499023,75.6153182983398
102.343933105469,58.7259941101074,75.4387817382812
102.27604675293,58.7394714355469,75.2225875854492
102.198593139648,58.7596321105957,74.9732208251953
102.110877990723,58.7874298095703,74.6996307373047
102.011573791504,58.8227157592773,74.4118576049805
101.899955749512,58.8642158508301,74.1200103759766
101.776496887207,58.910285949707,73.8330383300781
101.643898010254,58.9591026306152,73.5580902099609
101.50569152832,59.0088043212891,73.2999954223633
101.36629486084,59.0578575134277,73.0611724853516
101.229843139648,59.1053009033203,72.8418502807617
101.098388671875,59.1508102416992,72.6407623291016
100.972801208496,59.1944274902344,72.4558563232422
100.851661682129,59.2364082336426,72.2848968505859
100.732048034668,59.2769660949707,72.1258163452148
100.611038208008,59.3160209655762,71.9767532348633
100.486000061035,59.3535118103027,71.8360748291016
100.355407714844,59.3893547058105,71.7021408081055
100.218399047852,59.4234580993652,71.5728073120117
100.073760986328,59.4554634094238,71.4455718994141
99.9211730957031,59.4848670959473,71.3179244995117
99.7610626220703,59.510856628418,71.1875381469727
99.5945816040039,59.5328216552734,71.0525817871094
99.4226989746094,59.5502319335938,70.912109375
99.2449264526367,59.5629234313965,70.7660675048828
99.0588684082031,59.5708045959473,70.6153030395508
98.8606872558594,59.5744132995605,70.4614868164062
98.64794921875,59.5750122070312,70.3072662353516
98.4189453125,59.5753135681152,70.1559295654297
98.1721878051758,59.5798759460449,70.0113067626953
97.9053955078125,59.5949249267578,69.8777923583984
97.615608215332,59.6281127929688,69.7603454589844
97.2981109619141,59.6882247924805,69.6642303466797
96.9447250366211,59.7841339111328,69.5946502685547
96.5429916381836,59.9240646362305,69.5562057495117
96.0783843994141,60.1149940490723,69.552001953125
95.535270690918,60.3619689941406,69.5832290649414
94.9020385742188,60.667407989502,69.648811340332
94.174560546875,61.0311965942383,69.7453842163086
93.3603363037109,61.4506301879883,69.867057800293
92.4798278808594,61.9198379516602,70.0055694580078
91.5647430419922,62.4301910400391,70.1505126953125
90.6538925170898,62.9707374572754,70.2899169921875
89.7863311767578,63.5287437438965,70.4114303588867
88.9935607910156,64.0908279418945,70.5039749145508
88.2929763793945,64.6442642211914,70.5595016479492
87.6860733032227,65.1791076660156,70.5741348266602
87.1636123657227,65.6897659301758,70.5479888916016
86.7127075195312,66.1759796142578,70.4835739135742
86.3234024047852,66.6417236328125,70.3836135864258
85.9897537231445,67.0939407348633,70.2491683959961
85.7108459472656,67.5409851074219,70.0793838500977
85.4892501831055,67.9913330078125,69.8726806640625
85.3291168212891,68.4534225463867,69.6282806396484
85.2324066162109,68.9348526000977,69.347412109375
85.1971588134766,69.4428176879883,69.0337829589844
85.2188339233398,69.9847106933594,68.693000793457
85.2926254272461,70.5685195922852,68.3316497802734
85.4148330688477,71.2026443481445,67.9561233520508
85.5831451416016,71.8947525024414,67.5717010498047
85.7950744628906,72.6505355834961,67.1822967529297
86.046142578125,73.4725723266602,66.7899169921875
86.3274841308594,74.3596725463867,66.39453125
86.6270141601562,75.3062362670898,65.9936294555664
86.9333724975586,76.3027572631836,65.5820388793945
87.2409820556641,77.3357009887695,65.1525115966797
87.5508193969727,78.3884201049805,64.6963806152344
87.8679733276367,79.442138671875,64.2045288085938
88.1986846923828,80.4775695800781,63.6685905456543
88.5451354980469,81.4758605957031,63.0820693969727
88.9040069580078,82.4205017089844,62.4409599304199
89.2682189941406,83.2991638183594,61.7440299987793
89.6292495727539,84.1047592163086,60.9925727844238
89.9785919189453,84.8359375,60.1896553039551
90.309211730957,85.4957046508789,59.3392715454102
90.6186218261719,86.0897521972656,58.4455261230469
90.9080963134766,86.6244354248047,57.5122756958008
91.1800765991211,87.10546875,56.543529510498
91.4379119873047,87.5375442504883,55.5441055297852
91.683708190918,87.9242630004883,54.5203819274902
91.9196701049805,88.2684326171875,53.4808502197266
92.1484451293945,88.5734634399414,52.4359512329102
92.3729095458984,88.8437728881836,51.3979606628418
92.595817565918,89.0855026245117,50.3802871704102
92.8199157714844,89.3059997558594,49.3969459533691
93.0470352172852,89.5140533447266,48.4616470336914
93.2763061523438,89.7189865112305,47.586841583252
93.5057601928711,89.9290084838867,46.7827606201172
93.7342987060547,90.1489334106445,46.0568656921387
93.9626770019531,90.3807373046875,45.4124221801758
94.1924514770508,90.6245574951172,44.8471946716309
